image_name|caption_text
1003420127.jpg| 5 명의 뮤지션, 한 남자, 4 명의 여성, 거실에서 악보 (플루트 사용)를 연습합니다. 사람들은 원으로 모여 악기를 들고있었습니다. 사람들은 자신이 좋아하는 음악에 대해 이야기하기 위해 방에 모였습니다. 5 명이 악기와 함께 원에 앉아 있습니다.
1003428081.jpg| 최소 4 명의 악기 연주자가 커튼 방에서 클라리넷과 다른 악기를 연주합니다. 거실에있는 4 명의 여성, 그 중 3 명은 명확하게 악기를 연주하고 있습니다. 많은 노인 여성들이 악보를 읽을 때 클라리넷을 함께 연주합니다. 4 명의 여성 그룹이 악기에서 음악을 연주하고 있습니다.
100444898.jpg| 큰 구조가 부러졌고 도로에 놓여 있습니다. 회색 코트를 입은 남자가 씻겨진 다리에 서 있습니다. 남자는 나무 지지대에 서서 피해를 입습니다. 재킷을 입은 남자와 청바지가 다리에 서 있습니다.
1005216151.jpg| 많은 사람들이 지하철역 입구 앞에 밖에 서 있습니다. 한 무리의 사람들이 도시 거리를 걷고 있습니다. 군중은 지하철역 근처에 묘사됩니다. 대도시 외부에 서있는 군중.
100577935.jpg| 한 남자가 다른 사람의 윗면에 문신을하고 있습니다. 검은 셔츠를 입은 남자는 다른 남자에게 문신을주는 사람. 한 남자가 등 뒤에 문신을하고 있습니다. 등 뒤에 문신을하는 남자.
1006452823.jpg| 두 아이가 모래에 작은 시소에 앉아 있습니다. Teeter Totter에 앉아있는 두 아이. 2 명의 아이들이 시소에서 놀고 있습니다 두 아이가 시소에 앉아 있습니다.
100652400.jpg| 단단한 모자를 쓰고있는 남자와주의 조끼가 길거리에 오렌지 깃발을 흔들고 있습니다. 밝은 조끼와 단단한 모자를 가진 남자는 스프레이 페인트로 덮인 길 코너에 깃발을 들고 있습니다. 건설 노동자가 길거리에 서서 적기를 들고 있습니다. 반사 조끼와 단단한 모자를 쓰고있는 남자가 도로에 깃발을 들고 있습니다.
1007129816.jpg| 안경을 쓴 남자는 맥주를 착용하고 있습니다. 게이지와 안경을 쓴 남자가 블리츠 모자를 쓰고 있습니다. 무언가를 주연하는 오렌지 모자를 쓴 남자. 남자는 오렌지 모자와 안경을 착용합니다.
100716317.jpg| 파란색 코트를 입은 사람이 바쁜 보도에 서서 거리 장면의 그림을 연구하고 있습니다. 회색 머리카락을 가진 사람은 그림을 그리는 다른 사람들로 둘러싸인 공공 장소에서 그림을 그립니다. 그림 앞에 흰색과 갈색 모자가있는 파란색 코트의 레이디. 야외 예술 박람회에서 그림을 감탄하는 행인.
1007205537.jpg| 녹색 바지와 파란색 셔츠를 입은 사람. 관리인 도구를 사용하여 Dolly를 밖으로 밀어 넣는 관리인. 녹색 바지를 입은 남자가 길을 걷고 있습니다. 밝은 바지를 입은 사람이 카트를 밀고 있습니다.
1007320043.jpg| 분홍색의 어린 소녀가 공원에서 로프 다리를 올라갑니다. 작은 아이는 놀이터에서 붉은 밧줄로 올라갑니다. 붉은 밧줄로 오르는 어린 소녀. 밧줄 그물에서 놀고있는 아이.
100759042.jpg| 그의 손에 꽃 조각이있는 버스에서 여행하는 청년. 사진가들에게 알려지지 않은 물건을 들고있는 십대. 기차를 타는 청년이 종이 접기 크레인을 보유하고 있습니다. 당신은 내가 저스틴 비버처럼 보인다는 것을 알고 있습니다.
10082347.jpg| 검은 색과 노란 재킷을 입은 청년이 무언가를 바라보고 웃고 있습니다. 폴 높이뛰기를 들고있는 젊은이가 결정되었습니다. 한 남자가 기둥을 들고 웃고 있습니다. 하늘을보고 웃는 사람.
10082348.jpg| 한 남자가 볼 캡을 착용하고 소변기 사이에 커피 컵을 들고 있습니다. 한 남자가 커피 한 잔으로 소변기 옆에 포즈를 취하고 있습니다. 남자는 화장실에있는 동안 커피 컵을 들고 있습니다. 커피 컵과 함께 소변기에 서있는 남자.
100845130.jpg| 맑고 푸른 하늘에서 일몰을 걷는 4 명. 4 명이 태양이 뒤쳐져있는 태양과 함께 걷는다. 4 개의 실루엣이 호라이즌의 일몰을 장식합니다. 태양이 세워지면서 걷는 사람들의 그룹.
10090841.jpg| 남자가 음료와 함께 테이블에 앉아 있습니다. 남자가 맥주와 함께 테이블에 앉아 있습니다. 마시는 어두운 머리의 남자. 혼자 맥주를 마시는 노인.
1009434119.jpg| 보스턴 테리어는 흰 울타리 앞의 무성한 푸른 잔디에서 달리고 있습니다. 흑백 개가 잔디를 통해 달리고 있습니다. 개가 나무 울타리 근처의 푸른 잔디에서 달려갑니다. 보스턴 테리어가 잔디에서 달리고 있습니다.
1009692167.jpg| 훈련 된 경찰견은 경찰 밴 앞의 핸들러 옆에 앉아 있습니다. 그의 시계 개를 가진 보안 담당자가 무언가를 찾고 있습니다. 경찰관은 독일 셰퍼드 개와 함께 서 있습니다. 경찰관이 수색견과 함께 거리에서 멈 춥니 다.
101001624.jpg| 어린 소년이 눈 덮힌 길을 따라 자전거를 타고 있습니다. 눈 속에서 자전거를 타는 소년. 눈 덮인 길에서 자전거를 타는 사람. 눈에 자전거를 타는 사람.
1010031975.jpg| 흰색 정장을 입은 5 명의 백인 남성의 소규모 그룹은 주차장에서 밴의 뒤에 매달려 있습니다. 흰색 짧은팔 셔츠와 넥타이를 가진 5 명의 남자가 주차장에 서 있습니다. 넥타이를 착용 한 남자 그룹이 거리에 서있는 동안 이야기합니다. 대학은 비즈니스 회의에서 휴식을 취하지 않습니다.
1010087179.jpg| 공장에서 일하는 노인은 사진에 대해 너무 흥분하지 않습니다. 많은 기계들 사이에서 흰 셔츠와 검은 색 캠프를 가진 남자. 뒤로 모자를 쓴 남자는 기계에서 일합니다. 직장에서 뒤로 모자를 쓰고있는 남자.
1010087623.jpg| 흑인 여성과 백인 남자는 촛불을 상자에 넣은 항아리를 포장하는 공장에서 일하는 백인. 여자는 녹색 셔츠를 입은 남자가 그녀의 뒤에 서서 하얀 키 큰 양초를 분류하고 있습니다. 직원을 지원하는 창고 관리자. 어셈블리 라인에서 일하는 두 사람.
10101477.jpg| 흰색 상단과 베이비 블루 바닥을 입은 아시아 남자는 빗자루를 사용하여 포장 도로의 흙을 제거합니다. 흰색과 파란색 기모노의 한 남자가 포장 도로를 휩쓸고 빗자루를 사용하고 있습니다. 외부 거리를 쓸어내는 남자. 산책로를 휩쓸고있는 아시아 남자.
1010470346.jpg| 자전거를 타는 남자가 보면서 남자가 차에 몸을 숙이고 운전자와 대화를 나눕니다. 자전거를 타는 한 남자가 검문소를 통과하기 위해 기다리는 차를보고 있습니다. 관광객과 대화하는 공원 순찰대. 두 대의 차가 외부에 주차되어 있습니다.
1010673430.jpg| 두 명의 어린이가 간식을 먹고 잔디에서 놀고 있습니다. 잔디에있는 두 명의 젊은 유아. 두 명의 유아가 마당에서 작용하고 있습니다. 칩을 먹는 2 명의 여성 아기.
101093029.jpg| 사람들은 광장에서 이상한 차량에서 사람을보고 있습니다. 파란색 셔츠를 입은 사람이 세그웨이 유형 차량을 운전하는 사람. 광고 할 제품을 보여줍니다 현대 미술에 감탄하는 군중?
101093045.jpg| 한 사람이 미래의 차량을 운전하는 동안 남자는 그녀와 군중이 시계에 접근합니다. 미래의 독신 차량을 타는 사람. 은색 4 륜 의자까지 걷는 남자 한 남자는은 차량으로 걷는다.
1011572216.jpg| 새 남편과 함께 보도를 걷는 아름다운 신부. 최근에 결혼 한 부부는 카메라를 위해 포즈를 취했습니다. 신랑과 신부가 팔에 서 있습니다. 부부가 결혼하는 것.
1012150929.jpg| 어린 소년은 맥도날드의 식당에서 비디오 게임을합니다. 어린 소년은 맥도날드에서 Gamecube 키오스크와 함께 연주합니다. 맥도날드에서 Gamecube를 연주하는 어린 소년. 맥도날드에서 GameCube를 연주하는 작은 아이.
1012212859.jpg| 발에 오렌지 공을 가진 개, 해안에 서서 물을 흔들어 하얀 개가 오렌지 공으로 해변 가장자리에 흔들립니다. 물 근처의 해안에서 빨간 공을 가지고 노는 흰 개. 개가 해안 근처에서 머리를 흔들고 옆에 붉은 공을 흔들었다.
1012328893.jpg| 공원에서 아름다운 날을 즐기는 사람들의 그룹. 한 무리의 사람들이 공원에서 피크닉을하고 있습니다. 동창회는 달 바운스와 함께 본격적입니다. 공원에서 바베큐를하는 사람들의 그룹.
101262930.jpg| 선글라스를 입은 남자가 여자 주위에 흑백 블라우스에 팔을 넣습니다. 선글라스에있는 남자가 여자 주위에 팔을 넣습니다. 남자와 여자는 트래픽 앞에서 포즈를 취합니다. 벤치에 앉아있는 아시아 부부.
1013536888.jpg| 노인 여성이 햄버거를 먹는 동안 모자 옆에있는 남자가 모자를 만지는 동안 햄버거를 먹고 있습니다. 풍선 모자를 쓴 남자와 피크닉 테이블에서 야외에서 먹는 사람들. 두 명의 나이 많은 여성이 두 개의 쿨러가있는 테이블에 앉아 있습니다. 안경을 쓴 회색 머리의 사람이 샌드위치를 즐깁니다.
101362133.jpg| 가라테 강사가 그것을 잡고있는 동안 소녀 남자가 태어를 잡고있는 막대기를 걷어차는 소녀. 가라데 유니폼을 입은 소녀는 앞 차기로 막대기를 깨는다. 가라테를 사용하여 보드를 깨는 소녀.
101362650.jpg| 태권을하는 동안 3 명의 아이들을 차는 소년 점프. 한 소년은 무술 시연에서 다른 세 학생들을 뛰어 넘습니다. 군중은 5 명의 무술가 그룹이 공연하는 것을보고 있습니다. 많은 사람들이 무술 시연을 본다.
1014609273.jpg| 빨간 스웨트 셔츠를 입은 아이가 흰 셔츠를 입은 남자에게 무언가를 손을 뻗어 어린 소년은 발코니의 난간 위에 병을 비우고 아래 남자에게. 흰 셔츠에 남자에게 물을 붓는 빨간 재킷에 소년 한 청년이 병의 내용물을 붓습니다.
101471792.jpg| 빨간 코트를 입은 남자가 머리 위로 손을 대고 외부에 태양을 막았습니다. 빨간 재킷을 입은 남자가 바쁜 거리에서 그의 눈에서 태양을 음영 처리합니다. 빨간 재킷을 입은 노인은 태양에서 얼굴을 차폐합니다. 빨간 재킷을 입은 사람은 태양에서 얼굴을 차폐하여 읽습니다.
1014785440.jpg| 등 뒤에 작은 아이가있는 두 남자가 포장 된 길을 걷습니다. 두 남자는 두 자녀와 함께 산책을합니다. 아이들과 함께 길을 걷는 남자들. 아이들과 함께 걷는 두 남자.
1015118661.jpg| 어린 소년이 길거리에 서서 바지에있는 남자가 돌담에서 일하고 있습니다. 어린 아이는 금속 기둥과 그 뒤에있는 남자가있는 돌 포장 된 거리를 걷고 있습니다. 소년은 도시의 돌이 벽 앞에서 미소를 짓습니다. 어린 소년이 길을 가로 질러 달린다.
1015584366.jpg| 회색 개가 타락한 나무 위로 뛰어 들고 있습니다. 큰 검은 개가 타락한 통나무를 도약합니다. 검은 개가 나무 그루터기를 뛰어 넘었습니다. 검은 개가 통나무 위로 뛰어 들었습니다.
101559400.jpg| 소송을 입은 사람은 많은 사람들이 모이는 동안 교차로를 가로 질러 달려갑니다. 양복을 입은 한 남자가 다른 두 신사를 지나서 옷을 입고 있습니다. 양복을 입은 남자가 길 건너편에 서두르고 있습니다. 정장을 입은 남자가 길 건너편에 있습니다.
1015712668.jpg| 강 위에있는 다리를 가로 질러 자전거를 타는 남자. 자전거를 타는 사람은 유리 구조를지나갑니다. 물 주위에 자전거를 타는 빨간 셔츠를 입은 남자. 빨간 셔츠를 입은 남자가 자전거를 타고 있습니다.
10160966.jpg| 반바지와 흰색 티셔츠를 입은 남자가 핫도그가있는 그릴 앞에 땅에 앉아 있습니다. 선글라스에있는 젊은이는 소시지가 달린 그릴 옆에 파란 컵을 가지고 있습니다. 흰 셔츠를 입은 청년은 작은 그릴에 핫도그를 준비합니다. 한 남자가 핫도그를 굽는 동안 컵을 들고 있습니다.
101654506.jpg| 흰색과 갈색 개가 눈 덮힌 필드를 통해 달리고 있습니다. 갈색과 흰 개가 눈을 뚫고 있습니다. 눈을 통과하는 개. 개가 눈 속에서 달리고 있습니다
1016626169.jpg| 군중이 서서 녹색 빛을 기다리고 있습니다. 사람들은 멈추고 밖에서 나이 많은 여자를 봅니다. 길을 건너기를 기다리는 많은 사람들. 빛을 기다리는 사람들의 군중.
101669240.jpg| 모자를 쓴 남자가 파란 모자로 스키어 옆에 사진을 보여줍니다. 남자가 눈에 그림을 보여주는 다른 남자를 지나서 스키를 타고 있습니다. 스키어는 나무 옆의 눈 속에서 액자 사진을 봅니다. 눈 속에서 판매되는 예술 작품을보고있는 스키에 남자
1016887272.jpg| 7 명의 등반가가 바위 얼굴을 오름차순으로하고있는 동안 다른 남자는 밧줄을 들고 있습니다. 한 무리의 사람들이 암벽 등반 벽에서 암벽 등반을하고 있습니다. 한 남자가 쫓는 동안 바위를 오르는 사람들의 그룹 절벽을 오르는 한 사람의 콜라주.
1017675163.jpg| 청중 앞에서 체조를하는 오렌지 레오타드를 착용 한 여성. 청중 앞에서 밸런스 빔에서 공연하는 체조 선수. 젊은 체조 선수의 유연한 몸은 균형 빔 위로 솟아납니다. 체조 선수는 밸런스 빔에서 공연하고 있습니다.
1018057225.jpg| 어린 소년이 고무 수영장 주위에 장난감 ATV를 밀고 있습니다. 수영장 옆에 빨간 장난감 ATV를 밀고있는 소년 잔디밭에 미니어처 차를 밀고있는 소년. 장난감 쿼드를 밀고있는 어린 소년.
1018148011.jpg| 남자들은 흰 물질을 들고있는 트럭에 서서 서 있습니다. 한 무리의 사람들이 트럭에 양모 더미에 서 있습니다. 한 무리의 남자가 트럭에면을 적재하고 있습니다. 노동자들은 트럭에 깎은 양모를 넣었다.
101859883.jpg| 건물 내부의 여성이 머리 스카프를 착용하고 장착 망원경을 통해 창문 밖을 바라보고 있습니다. 아래 도시에서 옥상 쌍안경을 통해보고있는 붉은 바람막이의 여성. 헤드 스카프의 한 여성은 망원경을 사용하여 도시와만을 바라 보는 것입니다. 한 여자는 빨간 코트를 입고 망원경을보고 있습니다.
10188041.jpg| 남자는 비행기처럼 보이는 작은 빨간 물체 앞에 서 있습니다. 검은 재킷을 입은 남자가 길을 향해 걷고 있습니다. 검은 재킷을 입은 남자가 길을 향해 움직이고 있습니다. 비행기 코를 검사하는 검은 코트의 남자.
1019077836.jpg| 갈색 개는 잔디밭의 스프링클러에서 물을 쫓습니다. 정원 호스 근처의 잔디밭에서 달리는 갈색 개 갈색 개는 호스와 함께 재생됩니다. 개는 호스를 가지고 놀고 있습니다.
101958970.jpg| 식료품 점에서 딸의 분홍색 차에 딸과 함께 앉아있는 한 남자. 남자가 식료품 점에서 어린 소녀와 함께 분홍색 카트에 앉아 있습니다. 딸이 슈퍼마켓에서 유모차에 앉아있는 남자. 어린 소녀와 남자는 웃고 있습니다.
1019604187.jpg| 하얀 개는 공기를 통해 날아가는 노란 공을 잡을 준비가되었습니다. 흰 개가 입에 노란 공을 잡으려고합니다. 흰 개가 노란 개 장난감을 잡으려고합니다. 노란 공을 따라 달리는 흰 개
102030371.jpg| 레스토랑 부스에서 얼굴의 일부를 덮고있는 녹색 셔츠를 입은 사람. 물 한 잔이있는 식당에서 테이블에 앉아있는 남자. 녹색 스웨터를 입은 남자와 검은 조끼는 부스에 앉아 있습니다. 녹색 스웨터를 입은 소년이 테이블에 앉아 있습니다.
1020651753.jpg| 흰 개는 노란 장난감으로 녹색 필드에서 놀고 있습니다. 장난감을 얻기 위해 공중에서 점프하는 흑백 개. 흑백 개가 노란색 장난감을 향해 뛰어납니다. 개가 들판에서 공을 잡기 위해 도약합니다.
1021293940.jpg| 눈 덮인 광야에서 하이킹을하는 두 남자. 눈의 패치로 쉬고있는 두 등산객. 하이킹하는 동안 두 남자가 바라본다. 눈 속에서 하이킹을하는 두 남자.
1021332107.jpg| 작은 나무 캐비닛을 들고있는 흰색 긴 소매 셔츠가 달린 회색 셔츠를 입은 나이 많은 남자. 흰 수염과 안경을 가진 중년의 남자는 작고 나무 수제 캐비닛을 가지고 있습니다. 그의 새로운 나무 창조물을 과시하는 남자. 캐비닛을 들고 수염을 가진 남자.
1021439420.jpg| 노인 아버지와 그의 어른은 야생에서 야영 여행을 준비하고 있습니다. 두 남자가 캠핑 장비와 함께 바닥에 앉아 있습니다. 살아있는 바닥에 앉아있는 두 남자. 두 사람이 일부 아이템을 분류합니다.
1021442086.jpg| 차에 앉아지도를 읽는 빨간 셔츠를 입은 수염이있는 여행자. 야구 모자를 쓰고있는 남자가지도를보고 차에 앉아 있습니다. 빨간 티셔츠를 입은 남자가지도를보고 차에 앉아 있습니다. 지도를 해독하려는 남자.
1022454332.jpg| 어린 소년이 녹색 공원으로 둘러싸인 물 속의 오리에게 손을 흔들었다. 물과 도시 스카이 라인을 향한 두 사람이 호수 가장자리에 있습니다. 어린이와 여자는 대도시의 Waters Edge에 있습니다. 오리를보고 호수의 어린 소년.
1022454428.jpg| 남자와 여자는 물의 몸을 따라 유아를 돌보아줍니다. 신생아 아기가 호수를 마주 보는 나무 아래에 앉아있는 부부. 아기가있는 부부는 유모차 옆에 야외에 앉아 있습니다. 부부는 아기와 유모차와 함께 잔디에 앉아 있습니다.
102268204.jpg| 일부 남자들은 주차 된 차 옆에 건물 앞에 서 있습니다. 오늘 밤 곡선 지붕 아래에 주차 된 자전거가 많이 있습니다. 경찰은 야간에 검은 마차의 운전자에게 의문을 제기합니다. 블랙 스테이션 왜건 옆에있는 돔 아래의 남자.
1022975728.jpg| 이것은 물에 튀는 검은 개입니다. 검은 개는 물을 통과합니다. 서핑에서 달리는 검은 개. 개가 물에 뿌려집니다
102351840.jpg| 눈에 얼음에 구멍을 뚫는 사람. 얼어 붙은 호수에 서있는 사람. 얼음에 구멍을 뚫는 남자. 두 남자는 얼음 낚시입니다.
1024138940.jpg| 두 마리의 개가 부드러운 모래 해변을 켜고 있습니다. 두 개의 큰 황갈색 개가 모래 해변을 따라 놀아요. 해변에서 모래에서 놀고있는 두 마리의 개. 두 마리의 개가 해변에서 함께 놀고 있습니다.
102455176.jpg| 두 번의 선택으로 파란색과 붉은 얼음 등반의 사람. 남자는 얼음 픽과 크램폰을 사용하여 얼음을 축소합니다. 얼어 붙은 폭포를 스케일링하는 빙상. 등산가는 얼음 벽을 등반합니다
1024613706.jpg| 바다쪽으로 아름다운 초원을 걷는 세 사람. 두 남자와 여자는 들판을 걷고 있습니다. 두 명의 남성과 한 명의 여성이 길을 걷고 있습니다. 초원에서 길을 걷는 세 사람.
102520526.jpg| 블랙 재킷 회색 눈 모자에 남자, 자동차가있는 길 근처의 눈을 삽. 한 남자가 도시의 길에서 눈을 삽니다. 사람이 도시 보도에서 눈과 얼음을 청소하고 있습니다. 남자가 길을 삽질했다.
102575576.jpg| 신부와 신랑은 리셉션에서 웨딩 케이크 앞에 서 있습니다. 신부와 신랑이 리셉션에서 웨딩 케이크를 볼 때 미소를지었습니다. 부부는 웨딩 케이크 뒤에 서 있습니다. 웨딩 케이크를 자르는 남자와 여자.
102617084.jpg| 겨울 자켓과 헬멧을 착용 한 5 명이 눈 속에 서서 스노우 모빌이 배경에 서 있습니다. 겨울 의류, 헬멧 및 스키 고글을 착용 한 5 명이 눈 속에서 밖에 서 있습니다. 스노우 모빌 라이더 그룹이 눈 속에 모입니다. 그룹은 스노우 모빌을 가기 위해 모였습니다.
1026685415.jpg| 젖은 검은 개가 잔디를 통해 녹색 장난감을 들고 있습니다. 잔디를 통해 무언가를 들고있는 검은 개. 입에 파란색 아이템이있는 잔디에 개. 검은 개는 입에 파란 장난감이 있습니다.
1026792563.jpg| 한 무리의 여성이 야채 수확을 팔려고 노력하고 있습니다. 사람들은 거리 시장에서 담요에 야채를 배치합니다. 시장에서 농작물을 판매하는 마을 사람들. 이것들은 매우 큰 양파입니다.
1027149103.jpg| 혼잡 한 콘서트에서 White in White는 노란 셔츠를 입고있는 메인 가수에게 다가갑니다. 노란색 티셔츠를 입은 남자가 청중이 듣는 동안 마이크에 소리를 지르고 있습니다. 오렌지 셔츠를 입은 남자가 럭키 13이라고 말하는 표지판 아래 군중을 위해 노래를 부릅니다. 콘서트에서 무대에서 비명을 지르는 펑크 로커.
1027211271.jpg| 한 젊은이는 스케이트 공원에서 스케이트 보드를 타는 동안 사람들이 백그라운드에서 그를보고있는 사람들과 함께 있습니다. 이 사람은 스케이트 보드 경쟁에서 사람들이 백그라운드에서보고있는 트릭을 수행하고 있습니다. 군중이 보는 동안 소년이 스케이트 보드에 뛰어 들어 스케이트 공원에서 누군가 스케이트 보드.
1028205764.jpg| 남자와 아기는 물 위의 노란 카약에 있습니다. 부드러운 물을 통한 남자와 아이 카약. 남자와 어린 소년이 노란색 카약을 타고 타십시오. 노란색 카약의 남자와 아이
102851549.jpg| 현관에있는 세 사람은 의자에 똑바로 앉아있는 어린 소년입니다. 어두운 드레스를 입은 여자는 미소를 지으며, 그녀의 여자와 아이가 의자에 앉아 있습니다. 두 사람이 벤치에 앉아 있고, 한 여성이 서 있습니다. 두 여자, 현관에 앉아있는 소년, 숙녀들은 열심히 웃고 있습니다.
102860573.jpg| 딱딱한 모자를 쓰고있는 두 남자가 건축 공간에 있습니다. 오렌지 조끼를 입은 두 남자가 도로 건설에서 일합니다. 라이트 포스트를 설치하는 건설 노동자. 오렌지 조끼의 노동자들은 거리에서 일합니다.
10287332.jpg| 다른 남자가 사다리 위에 서있는 동안 옥상에 두 남자 사다리에있는 세 남자가 지붕에서 일합니다. 사람들은 집의 지붕을 고치고 있습니다. 세 남자가 지붕에서 일하고 있습니다.
1028982826.jpg| 노란색 셔츠를 입은 남자는 키가 큰 회색 가방을 곁들인 흰 셔츠와 회색 바지에 다른 남자 옆에 앉아 선글라스와 처방 안경을위한 키 큰 광고판이 있습니다. 벤치에 앉아있는 두 남자가 백그라운드에 안경에 대한 광고판 광고와 함께 이야기합니다. 남자와 여자의 사진이있는 표지판 앞에 벤치에 앉아있는 두 남자. 2 명의 남자가 광고판 앞 공항 밖에서 벤치에 앉아 있습니다.
1029450589.jpg| 검은 색 바지를 입은 여자 소파에 낮잠을 자고 있습니다. 소파에 녹색 방에서 자고있는 남자. 젊은 여자는 그녀의 방에서 자고 있습니다. 소파에서 자고있는 긴 머리의 남자
1029737941.jpg| 헤드폰을 착용 한 아이는 군중 속에서 엄마의 어깨에 앉아 있습니다. 여자의 어깨 위에 앉아 헤드폰이있는 소년. 어머니의 어깨를 타는 헤드폰이있는 아이. 헤드폰을 착용 한 소년은 여자의 어깨에 앉아 있습니다.
1029802110.jpg| 한 무리의 젊은이들은 색 스펙트럼을 보여주는 길거리 흔들리는 깃발을 행진합니다. 도시 거리를 걷는 무지개 깃발을 가진 동양 사람들. 한 무리의 사람들이 거리를 흔드는 무지개 깃발을 걷습니다. 사람들은 외부 깃발을 흔들고 있습니다.
102998070.jpg| 세 명의 나이가 많은 남자가 물고기를 요리하는 거리 공급 업체의 팬을 응시합니다. 세 노인이 다른 남자가 물고기를 준비하는 것을보고 있습니다. 어류 판매자 주식은 두 노인이보고 있습니다. 물고기가 준비되고있는 세 남자가 지켜 봅니다.
